,Datetime,Open,High,Low,Close,Volume
168,2021-05-04T12:45:00,1935.5,1938.0,1935.0,1935.5,113981
169,2021-05-04T13:00:00,1935.5,1935.5,1928.25,1928.65,370822
170,2021-05-04T13:15:00,1928.15,1934.0,1927.0,1933.75,275427
171,2021-05-04T13:30:00,1933.7,1935.2,1930.9,1932.7,205214
172,2021-05-04T13:45:00,1932.7,1936.6,1932.5,1933.6,166560
173,2021-05-04T14:00:00,1933.8,1935.8,1928.35,1931.3,184316
174,2021-05-04T14:15:00,1931.3,1932.6,1929.15,1929.85,104773
175,2021-05-04T14:30:00,1929.85,1932.0,1917.0,1918.9,612917
176,2021-05-04T14:45:00,1918.55,1921.3,1911.0,1912.0,459586
177,2021-05-04T15:00:00,1912.0,1917.95,1911.9,1917.4,603082
178,2021-05-04T15:15:00,1917.35,1919.9,1916.0,1918.0,727505
179,2021-05-04T15:30:00,1918.0,1918.0,1918.0,1918.0,339
180,2021-05-05T09:15:00,1923.5,1928.05,1914.2,1921.15,808136
181,2021-05-05T09:30:00,1921.5,1934.0,1921.5,1930.8,488904
182,2021-05-05T09:45:00,1930.8,1931.95,1924.5,1928.9,202182
183,2021-05-05T10:00:00,1928.6,1931.9,1923.85,1928.0,221802
184,2021-05-05T10:15:00,1927.5,1933.9,1927.5,1933.7,186974
185,2021-05-05T10:30:00,1933.7,1938.2,1930.0,1934.45,256286
186,2021-05-05T10:45:00,1934.3,1937.35,1931.75,1933.0,224076
187,2021-05-05T11:00:00,1932.25,1933.2,1926.15,1927.0,126577
188,2021-05-05T11:15:00,1926.6,1928.0,1920.05,1924.5,215046
189,2021-05-05T11:30:00,1925.0,1926.5,1921.05,1923.0,97897
190,2021-05-05T11:45:00,1923.0,1924.0,1920.25,1923.95,92651
191,2021-05-05T12:00:00,1924.0,1927.25,1922.0,1925.95,115202
192,2021-05-05T12:15:00,1925.75,1927.55,1921.7,1924.3,116901
193,2021-05-05T12:30:00,1924.8,1925.0,1920.0,1920.9,114362
194,2021-05-05T12:45:00,1921.25,1924.9,1919.15,1924.15,211817
195,2021-05-05T13:00:00,1924.05,1929.5,1923.7,1925.5,214039
196,2021-05-05T13:15:00,1925.5,1928.85,1923.0,1924.55,95691
197,2021-05-05T13:30:00,1924.4,1925.0,1920.7,1921.85,88957
198,2021-05-05T13:45:00,1921.85,1923.5,1912.1,1916.0,292673
199,2021-05-05T14:00:00,1916.05,1918.2,1908.05,1909.45,317342
200,2021-05-05T14:15:00,1909.5,1915.8,1909.4,1915.05,242712
201,2021-05-05T14:30:00,1915.05,1916.6,1911.1,1915.35,131380
202,2021-05-05T14:45:00,1915.55,1919.0,1915.25,1916.1,138866
203,2021-05-05T15:00:00,1917.0,1921.9,1916.1,1921.65,280934
204,2021-05-05T15:15:00,1921.5,1923.0,1919.1,1921.0,395779
205,2021-05-05T15:30:00,1921.5,1921.5,1921.5,1921.5,248
206,2021-05-06T09:15:00,1920.1,1922.0,1912.0,1913.35,527099
207,2021-05-06T09:30:00,1914.0,1919.75,1913.0,1919.2,243029
208,2021-05-06T09:45:00,1919.7,1920.8,1915.05,1915.15,193066
209,2021-05-06T10:00:00,1915.15,1916.5,1913.1,1914.2,208661
210,2021-05-06T10:15:00,1914.5,1915.9,1908.25,1910.0,335723
211,2021-05-06T10:30:00,1910.0,1910.95,1906.75,1908.6,280475
212,2021-05-06T10:45:00,1908.7,1913.0,1908.6,1911.9,219048
213,2021-05-06T11:00:00,1912.0,1917.0,1911.05,1914.0,171388
214,2021-05-06T11:15:00,1914.0,1915.0,1910.9,1913.05,154520
215,2021-05-06T11:30:00,1912.65,1916.2,1912.55,1915.65,162062
216,2021-05-06T11:45:00,1918.25,1929.95,1915.9,1927.5,555708
217,2021-05-06T12:00:00,1927.95,1928.5,1923.45,1927.25,309564
218,2021-05-06T12:15:00,1927.0,1927.1,1921.0,1924.25,164084
219,2021-05-06T12:30:00,1924.35,1924.85,1919.7,1920.8,144945
220,2021-05-06T12:45:00,1920.4,1924.0,1918.2,1921.65,137999
221,2021-05-06T13:00:00,1921.65,1923.0,1919.3,1922.55,99471
222,2021-05-06T13:15:00,1922.95,1923.5,1916.6,1919.5,145861
223,2021-05-06T13:30:00,1919.5,1919.5,1915.0,1917.25,134125
224,2021-05-06T13:45:00,1917.0,1919.3,1915.0,1916.65,139411
225,2021-05-06T14:00:00,1916.8,1918.2,1913.15,1914.1,147059
226,2021-05-06T14:15:00,1914.5,1918.25,1913.65,1916.0,115382
227,2021-05-06T14:30:00,1916.0,1919.55,1915.05,1917.45,139858
228,2021-05-06T14:45:00,1917.45,1926.5,1917.25,1926.0,369961
229,2021-05-06T15:00:00,1926.1,1934.0,1926.05,1930.4,875436
230,2021-05-06T15:15:00,1930.4,1934.2,1929.35,1931.6,755863
231,2021-05-06T15:30:00,1932.0,1932.0,1932.0,1932.0,25
232,2021-05-07T09:15:00,1937.45,1949.8,1937.45,1949.7,845564
233,2021-05-07T09:30:00,1949.5,1955.0,1946.6,1951.55,519841
234,2021-05-07T09:45:00,1951.7,1953.0,1942.95,1944.0,283793
235,2021-05-07T10:00:00,1943.5,1948.7,1943.25,1945.6,151409
236,2021-05-07T10:15:00,1945.5,1946.9,1941.05,1941.65,185838
237,2021-05-07T10:30:00,1941.3,1946.2,1940.15,1942.05,132222
238,2021-05-07T10:45:00,1941.6,1941.8,1937.75,1940.45,177470
239,2021-05-07T11:00:00,1940.5,1945.0,1938.5,1941.95,109447
240,2021-05-07T11:15:00,1941.95,1944.0,1939.15,1943.6,99783
241,2021-05-07T11:30:00,1943.75,1943.9,1940.1,1942.05,108605
242,2021-05-07T11:45:00,1942.05,1942.95,1938.3,1939.9,102132
243,2021-05-07T12:00:00,1939.85,1941.6,1932.45,1936.25,217008
244,2021-05-07T12:15:00,1935.3,1939.5,1933.35,1939.0,157872
245,2021-05-07T12:30:00,1939.0,1940.4,1937.85,1940.0,137069
246,2021-05-07T12:45:00,1939.95,1941.0,1938.0,1938.9,109383
247,2021-05-07T13:00:00,1938.1,1939.6,1931.4,1934.3,166580
248,2021-05-07T13:15:00,1934.5,1938.0,1931.55,1934.5,156484
249,2021-05-07T13:30:00,1934.55,1936.9,1933.6,1935.25,94674
250,2021-05-07T13:45:00,1935.7,1938.6,1934.75,1937.95,146534
251,2021-05-07T14:00:00,1937.75,1939.95,1934.1,1935.0,248186
252,2021-05-07T14:15:00,1935.0,1935.5,1929.95,1930.9,183715
253,2021-05-07T14:30:00,1930.9,1937.4,1930.2,1936.6,216609
254,2021-05-07T14:45:00,1937.0,1939.0,1935.1,1935.75,180158
255,2021-05-07T15:00:00,1935.5,1936.25,1932.35,1933.45,357689
256,2021-05-07T15:15:00,1933.45,1934.0,1926.1,1926.8,550366
257,2021-05-07T15:30:00,1926.8,1926.8,1926.8,1926.8,22
258,2021-05-10T09:15:00,1938.0,1945.5,1925.1,1940.85,629051
259,2021-05-10T09:30:00,1940.1,1940.75,1933.95,1936.1,211306
260,2021-05-10T09:45:00,1936.25,1936.9,1925.05,1927.35,358234
261,2021-05-10T10:00:00,1927.0,1930.0,1922.7,1929.7,230261
262,2021-05-10T10:15:00,1929.95,1930.95,1927.0,1930.2,147501
263,2021-05-10T10:30:00,1930.1,1931.5,1929.0,1930.35,104761
264,2021-05-10T10:45:00,1930.35,1931.0,1927.0,1928.0,103616
265,2021-05-10T11:00:00,1928.0,1935.0,1927.1,1934.4,222078
266,2021-05-10T11:15:00,1934.35,1939.85,1934.35,1937.0,275637
267,2021-05-10T11:30:00,1936.2,1938.0,1933.5,1935.85,96708
268,2021-05-10T11:45:00,1935.8,1938.85,1934.0,1938.65,101375
269,2021-05-10T12:00:00,1938.8,1942.3,1936.9,1940.45,195523
270,2021-05-10T12:15:00,1940.35,1941.0,1938.35,1939.75,78128
271,2021-05-10T12:30:00,1939.9,1944.7,1939.65,1941.65,157149
272,2021-05-10T12:45:00,1941.8,1946.45,1939.4,1943.0,234904
273,2021-05-10T13:00:00,1943.0,1943.0,1934.1,1934.9,251666
274,2021-05-10T13:15:00,1934.5,1935.45,1932.55,1934.85,227145
275,2021-05-10T13:30:00,1934.25,1935.0,1930.9,1934.0,190146
276,2021-05-10T13:45:00,1934.05,1934.4,1930.4,1931.1,189291
277,2021-05-10T14:00:00,1931.2,1932.0,1928.75,1928.9,255071
278,2021-05-10T14:15:00,1928.75,1932.3,1926.0,1927.15,223938
279,2021-05-10T14:30:00,1926.55,1928.25,1924.0,1924.95,279729
280,2021-05-10T14:45:00,1924.9,1925.6,1923.25,1924.5,241918
281,2021-05-10T15:00:00,1924.1,1931.2,1924.1,1925.4,650442
282,2021-05-10T15:15:00,1925.4,1927.65,1921.0,1927.1,743125
283,2021-05-11T09:15:00,1914.9,1930.75,1911.65,1930.5,815061
284,2021-05-11T09:30:00,1930.25,1934.8,1926.75,1933.95,429740
285,2021-05-11T09:45:00,1933.75,1934.45,1928.25,1931.0,243525
286,2021-05-11T10:00:00,1931.65,1932.5,1927.0,1928.3,177231
287,2021-05-11T10:15:00,1928.75,1930.95,1922.45,1922.5,217042
288,2021-05-11T10:30:00,1922.5,1926.7,1922.3,1923.15,201177
289,2021-05-11T10:45:00,1923.1,1924.8,1922.6,1924.4,116088
290,2021-05-11T11:00:00,1924.8,1927.05,1924.1,1927.05,115517
291,2021-05-11T11:15:00,1927.0,1929.65,1924.85,1925.75,176075
292,2021-05-11T11:30:00,1925.75,1932.95,1925.75,1932.95,287638
293,2021-05-11T11:45:00,1932.95,1936.4,1930.0,1932.35,307441
294,2021-05-11T12:00:00,1932.35,1935.8,1932.2,1935.45,155203
295,2021-05-11T12:15:00,1935.45,1936.0,1933.1,1936.0,142445
296,2021-05-11T12:30:00,1935.95,1938.45,1933.5,1935.6,181696
297,2021-05-11T12:45:00,1935.45,1938.0,1931.7,1937.85,195377
298,2021-05-11T13:00:00,1937.95,1938.0,1935.0,1935.0,121446
299,2021-05-11T13:15:00,1935.0,1935.05,1930.05,1931.5,265735
300,2021-05-11T13:30:00,1931.8,1933.8,1927.25,1930.75,206513
301,2021-05-11T13:45:00,1930.65,1931.6,1928.05,1929.95,151597
302,2021-05-11T14:00:00,1929.95,1930.95,1928.25,1928.7,112950
303,2021-05-11T14:15:00,1928.7,1930.8,1928.7,1930.75,113847
304,2021-05-11T14:30:00,1930.75,1930.75,1926.5,1927.05,184883
305,2021-05-11T14:45:00,1927.0,1929.5,1925.15,1925.95,220289
306,2021-05-11T15:00:00,1925.9,1934.9,1925.9,1933.85,483616
307,2021-05-11T15:15:00,1933.9,1935.3,1932.55,1933.9,495049
308,2021-05-11T15:30:00,1933.9,1933.9,1933.9,1933.9,9
309,2021-05-12T09:15:00,1930.15,1930.15,1920.0,1920.2,621682
310,2021-05-12T09:30:00,1920.0,1920.6,1910.0,1915.55,730661
311,2021-05-12T09:45:00,1915.45,1915.7,1911.5,1912.65,264152
312,2021-05-12T10:00:00,1912.35,1916.0,1912.0,1913.8,193695
313,2021-05-12T10:15:00,1913.75,1914.3,1907.2,1909.0,387524
314,2021-05-12T10:30:00,1909.05,1916.95,1908.55,1914.45,223779
315,2021-05-12T10:45:00,1914.5,1916.0,1913.0,1915.85,124758
316,2021-05-12T11:00:00,1915.95,1915.95,1911.0,1912.75,133806
317,2021-05-12T11:15:00,1912.7,1918.0,1912.5,1917.0,218582
318,2021-05-12T11:30:00,1917.05,1919.75,1915.5,1918.2,178526
319,2021-05-12T11:45:00,1918.0,1919.6,1914.55,1917.85,166923
320,2021-05-12T12:00:00,1917.85,1922.75,1917.05,1920.3,267116
321,2021-05-12T12:15:00,1920.3,1921.85,1918.7,1919.1,115117
322,2021-05-12T12:30:00,1919.15,1920.0,1917.05,1918.55,116783
323,2021-05-12T12:45:00,1918.5,1919.75,1917.25,1918.4,74873
324,2021-05-12T13:00:00,1918.25,1921.45,1917.25,1920.75,118472
325,2021-05-12T13:15:00,1920.75,1921.7,1916.1,1916.15,114459
326,2021-05-12T13:30:00,1916.5,1918.2,1912.25,1914.65,179011
327,2021-05-12T13:45:00,1914.65,1917.5,1914.0,1915.7,115959
328,2021-05-12T14:00:00,1915.9,1916.95,1912.1,1913.05,132404
329,2021-05-12T14:15:00,1913.15,1914.55,1910.4,1911.65,229514
330,2021-05-12T14:30:00,1911.65,1913.1,1910.05,1911.5,185532
331,2021-05-12T14:45:00,1911.5,1912.5,1907.25,1907.5,306113
332,2021-05-12T15:00:00,1907.6,1914.5,1907.6,1914.3,381098
333,2021-05-12T15:15:00,1914.1,1915.6,1911.2,1913.7,456052
334,2021-05-12T15:30:00,1913.05,1913.05,1913.05,1913.05,45
335,2021-05-14T09:15:00,1928.2,1928.2,1911.95,1912.2,618228
336,2021-05-14T09:30:00,1912.45,1914.25,1906.05,1912.85,362625
337,2021-05-14T09:45:00,1912.25,1914.05,1910.4,1913.0,179584
338,2021-05-14T10:00:00,1913.0,1914.95,1912.0,1912.1,163653
339,2021-05-14T10:15:00,1911.95,1914.4,1908.0,1912.15,171129
340,2021-05-14T10:30:00,1912.1,1917.0,1912.1,1916.7,172764
341,2021-05-14T10:45:00,1916.75,1919.7,1915.8,1919.05,210304
342,2021-05-14T11:00:00,1919.05,1920.55,1914.6,1919.0,204124
343,2021-05-14T11:15:00,1918.8,1924.95,1918.0,1924.65,225062
344,2021-05-14T11:30:00,1924.9,1925.0,1918.2,1920.05,139993
345,2021-05-14T11:45:00,1919.95,1923.8,1917.15,1920.9,173728
346,2021-05-14T12:00:00,1920.95,1923.95,1918.3,1923.95,158854
347,2021-05-14T12:15:00,1924.15,1931.0,1923.6,1928.9,424659
348,2021-05-14T12:30:00,1929.0,1932.0,1928.0,1929.65,274905
349,2021-05-14T12:45:00,1929.0,1930.95,1925.5,1930.25,198259
350,2021-05-14T13:00:00,1930.35,1935.0,1927.05,1930.7,265498
351,2021-05-14T13:15:00,1931.45,1931.95,1927.1,1931.65,143064
352,2021-05-14T13:30:00,1931.75,1933.0,1930.0,1931.0,106399
353,2021-05-14T13:45:00,1931.35,1932.25,1924.1,1924.5,169264
354,2021-05-14T14:00:00,1923.8,1931.0,1922.3,1929.75,192421
355,2021-05-14T14:15:00,1930.0,1931.95,1929.0,1931.0,112660
356,2021-05-14T14:30:00,1931.05,1939.5,1930.5,1934.0,334200
357,2021-05-14T14:45:00,1934.0,1939.7,1932.2,1935.55,258071
358,2021-05-14T15:00:00,1935.45,1936.0,1932.75,1934.4,253060
359,2021-05-14T15:15:00,1934.4,1941.95,1933.75,1937.0,507219
360,2021-05-17T09:15:00,1938.95,1947.35,1930.6,1935.0,596268
361,2021-05-17T09:30:00,1935.35,1938.3,1932.0,1934.65,198711
362,2021-05-17T09:45:00,1934.75,1944.9,1934.6,1944.7,324395
363,2021-05-17T10:00:00,1944.95,1945.0,1938.2,1941.3,147535
364,2021-05-17T10:15:00,1942.0,1944.0,1935.45,1938.6,168888
365,2021-05-17T10:30:00,1938.7,1953.5,1938.7,1947.8,573305
366,2021-05-17T10:45:00,1948.0,1951.0,1943.8,1949.6,172050
